,artists,explicit,href,id,name,popularity,album_art,album_release_date,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_name,genres,genre
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2vhqrXGRTaYwFTeO61R9Fm'}, 'href': 'https://api.spotify.com/v1/artists/2vhqrXGRTaYwFTeO61R9Fm', 'id': '2vhqrXGRTaYwFTeO61R9Fm', 'name': 'Da Da Yue Dui', 'type': 'artist', 'uri': 'spotify:artist:2vhqrXGRTaYwFTeO61R9Fm'}]",False,https://api.spotify.com/v1/tracks/7vn49ZdixEcFx3mFlSwtgF,7vn49ZdixEcFx3mFlSwtgF,南方,34,https://i.scdn.co/image/ab67616d0000b273decb08101ffa7332257daa90,2003-10-29,Da Da Yue Dui,0.468,0.527,2,-4.737,1,0.026,0.018,0.000523,0.125,0.289,136.011,大波浪 Radio,"['chinese indie', 'wuhan indie']",chinese indie
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0g1Asm2LdQJa6EjUmucdxt'}, 'href': 'https://api.spotify.com/v1/artists/0g1Asm2LdQJa6EjUmucdxt', 'id': '0g1Asm2LdQJa6EjUmucdxt', 'name': '刺猬Hedgehog', 'type': 'artist', 'uri': 'spotify:artist:0g1Asm2LdQJa6EjUmucdxt'}]",False,https://api.spotify.com/v1/tracks/3rPo8CdMhsHsh9grvZP72f,3rPo8CdMhsHsh9grvZP72f,"火車駛向雲外,夢安魂於九霄",40,https://i.scdn.co/image/ab67616d0000b273e4177d85cbe1c71632d98a95,2018-01-08,刺猬Hedgehog,0.412,0.837,0,-4.607,1,0.0335,0.00114,0.000256,0.105,0.177,142.024,大波浪 Radio,"['chinese indie', 'chinese indie rock', 'sinogaze']",chinese indie
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6kPT9OowEJzifm4B68nt1u'}, 'href': 'https://api.spotify.com/v1/artists/6kPT9OowEJzifm4B68nt1u', 'id': '6kPT9OowEJzifm4B68nt1u', 'name': '白皮書樂隊', 'type': 'artist', 'uri': 'spotify:artist:6kPT9OowEJzifm4B68nt1u'}]",False,https://api.spotify.com/v1/tracks/1hgKwBd45VpOyoxbXhmxTK,1hgKwBd45VpOyoxbXhmxTK,清河,31,https://i.scdn.co/image/ab67616d0000b273b07eea0adc5be46a52b3018d,2020-08-24,白皮書樂隊,0.529,0.503,0,-7.741,1,0.0322,0.26,0.00675,0.0748,0.231,129.959,大波浪 Radio,['chinese indie'],chinese indie
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6NQwuxgsebzIzixLkAHDCT'}, 'href': 'https://api.spotify.com/v1/artists/6NQwuxgsebzIzixLkAHDCT', 'id': '6NQwuxgsebzIzixLkAHDCT', 'name': '五條人', 'type': 'artist', 'uri': 'spotify:artist:6NQwuxgsebzIzixLkAHDCT'}]",False,https://api.spotify.com/v1/tracks/0LFidVboKRQWZyQUSzoYRk,0LFidVboKRQWZyQUSzoYRk,晚上好 春天小姐,25,https://i.scdn.co/image/ab67616d0000b2731db292b17acc6d2e389638be,2015-03-09,五條人,0.501,0.377,4,-10.185,1,0.0309,0.819,0.0138,0.0879,0.115,75.047,大波浪 Radio,"['chinese indie', 'chinese indie rock', 'chinese minyao', 'southern china indie']",chinese indie
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/08R79pzvOjaPaU3YOGFspZ'}, 'href': 'https://api.spotify.com/v1/artists/08R79pzvOjaPaU3YOGFspZ', 'id': '08R79pzvOjaPaU3YOGFspZ', 'name': '福禄寿', 'type': 'artist', 'uri': 'spotify:artist:08R79pzvOjaPaU3YOGFspZ'}]",False,https://api.spotify.com/v1/tracks/4yyJ35erSs5YQyMLeQOtsm,4yyJ35erSs5YQyMLeQOtsm,玉珍,30,https://i.scdn.co/image/ab67616d0000b273bf6756e5c530a071fe610b77,2021-02-18,福禄寿,0.354,0.245,7,-13.756,1,0.0344,0.635,3.3e-05,0.1,0.165,138.022,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4m1va2zJxoDRUMymK3Fzrd'}, 'href': 'https://api.spotify.com/v1/artists/4m1va2zJxoDRUMymK3Fzrd', 'id': '4m1va2zJxoDRUMymK3Fzrd', 'name': 'Joyside', 'type': 'artist', 'uri': 'spotify:artist:4m1va2zJxoDRUMymK3Fzrd'}]",False,https://api.spotify.com/v1/tracks/3d9Nu6xMRCLqWAnVbQLzIT,3d9Nu6xMRCLqWAnVbQLzIT,Good Night,24,https://i.scdn.co/image/ab67616d0000b2734b8e8f868f36b9f62688cc8c,2010-09-30,Joyside,0.404,0.521,4,-10.449,0,0.0288,0.0566,0.894,0.11,0.168,82.231,大波浪 Radio,"['chinese indie', 'chinese indie rock', 'chinese punk']",chinese indie
9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/22FPLoIX9ZbhWjDRKzz58B'}, 'href': 'https://api.spotify.com/v1/artists/22FPLoIX9ZbhWjDRKzz58B', 'id': '22FPLoIX9ZbhWjDRKzz58B', 'name': '达闻西乐队', 'type': 'artist', 'uri': 'spotify:artist:22FPLoIX9ZbhWjDRKzz58B'}]",False,https://api.spotify.com/v1/tracks/7z2iPbamtQQVWXXALAe0Rh,7z2iPbamtQQVWXXALAe0Rh,大都会,26,https://i.scdn.co/image/ab67616d0000b273222b484ed3fbcfd14cc9d029,2019-09-13,达闻西乐队,0.622,0.884,11,-4.86,0,0.0304,0.00528,0.00271,0.221,0.791,119.983,大波浪 Radio,[],Unknown
10,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3asy14alGCZBDd3Y6pbBbp'}, 'href': 'https://api.spotify.com/v1/artists/3asy14alGCZBDd3Y6pbBbp', 'id': '3asy14alGCZBDd3Y6pbBbp', 'name': '新裤子乐队', 'type': 'artist', 'uri': 'spotify:artist:3asy14alGCZBDd3Y6pbBbp'}]",False,https://api.spotify.com/v1/tracks/1hbe8im2TAxV3OE6EgUGul,1hbe8im2TAxV3OE6EgUGul,没有理想的人不伤心,42,https://i.scdn.co/image/ab67616d0000b273a692767935d929f33763ae33,2016-04-01,新裤子乐队,0.547,0.648,0,-5.925,1,0.0326,0.0758,1.24e-06,0.115,0.298,130.046,大波浪 Radio,"['chinese indie', 'chinese indie rock']",chinese indie
11,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7xvGv30KCVdDE22whQYggF'}, 'href': 'https://api.spotify.com/v1/artists/7xvGv30KCVdDE22whQYggF', 'id': '7xvGv30KCVdDE22whQYggF', 'name': '大波浪', 'type': 'artist', 'uri': 'spotify:artist:7xvGv30KCVdDE22whQYggF'}]",False,https://api.spotify.com/v1/tracks/5ecvP5P6xsOLsEdyV8Lbm9,5ecvP5P6xsOLsEdyV8Lbm9,Fall In,24,https://i.scdn.co/image/ab67616d0000b273cb6158e0950831586c03e6fb,2016-09-01,大波浪,0.534,0.788,1,-5.926,1,0.032,0.000308,0.00813,0.109,0.173,144.029,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
12,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6NQwuxgsebzIzixLkAHDCT'}, 'href': 'https://api.spotify.com/v1/artists/6NQwuxgsebzIzixLkAHDCT', 'id': '6NQwuxgsebzIzixLkAHDCT', 'name': '五條人', 'type': 'artist', 'uri': 'spotify:artist:6NQwuxgsebzIzixLkAHDCT'}]",False,https://api.spotify.com/v1/tracks/06FYyaR1iSu8IQDkQgtO41,06FYyaR1iSu8IQDkQgtO41,問題出現我再告訴大家,30,https://i.scdn.co/image/ab67616d0000b273c5e6d6f98f229ab11884e649,2009-07-11,五條人,0.357,0.632,9,-7.558,1,0.0399,0.435,0.0,0.114,0.56,130.131,大波浪 Radio,"['chinese indie', 'chinese indie rock', 'chinese minyao', 'southern china indie']",chinese indie
13,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iW4UAZQOJEXLW7L3H04gm'}, 'href': 'https://api.spotify.com/v1/artists/3iW4UAZQOJEXLW7L3H04gm', 'id': '3iW4UAZQOJEXLW7L3H04gm', 'name': 'Re-TROS', 'type': 'artist', 'uri': 'spotify:artist:3iW4UAZQOJEXLW7L3H04gm'}]",False,https://api.spotify.com/v1/tracks/3wKuAlqSKjyBSI3wzq9zhg,3wKuAlqSKjyBSI3wzq9zhg,Sounds For Celebration,30,https://i.scdn.co/image/ab67616d0000b273f872056a98cc79ec458cefe2,2017-09-01,Re-TROS,0.483,0.421,9,-12.129,1,0.0264,0.929,0.493,0.105,0.239,97.054,大波浪 Radio,"['chinese indie', 'chinese indie rock', 'chinese post-punk']",chinese indie
14,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6kPT9OowEJzifm4B68nt1u'}, 'href': 'https://api.spotify.com/v1/artists/6kPT9OowEJzifm4B68nt1u', 'id': '6kPT9OowEJzifm4B68nt1u', 'name': '白皮書樂隊', 'type': 'artist', 'uri': 'spotify:artist:6kPT9OowEJzifm4B68nt1u'}]",False,https://api.spotify.com/v1/tracks/27dFAT8003cYkkk3lZZsaQ,27dFAT8003cYkkk3lZZsaQ,老鼠,23,https://i.scdn.co/image/ab67616d0000b27317deac52624fdb7d7250d6c7,2018-11-13,白皮書樂隊,0.505,0.839,0,-6.559,1,0.0585,0.0202,0.0181,0.351,0.343,140.02,大波浪 Radio,['chinese indie'],chinese indie
15,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/08R79pzvOjaPaU3YOGFspZ'}, 'href': 'https://api.spotify.com/v1/artists/08R79pzvOjaPaU3YOGFspZ', 'id': '08R79pzvOjaPaU3YOGFspZ', 'name': '福禄寿', 'type': 'artist', 'uri': 'spotify:artist:08R79pzvOjaPaU3YOGFspZ'}]",False,https://api.spotify.com/v1/tracks/1nQXRkdhM3aEjgqIWm3Qls,1nQXRkdhM3aEjgqIWm3Qls,我用什么把你留住 - Remix,34,https://i.scdn.co/image/ab67616d0000b273ce40fd1a8f653a4e48d729c1,2019-08-05,福禄寿,0.47,0.517,8,-10.896,1,0.0649,0.624,7.73e-06,0.121,0.257,123.857,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
16,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3asy14alGCZBDd3Y6pbBbp'}, 'href': 'https://api.spotify.com/v1/artists/3asy14alGCZBDd3Y6pbBbp', 'id': '3asy14alGCZBDd3Y6pbBbp', 'name': '新裤子乐队', 'type': 'artist', 'uri': 'spotify:artist:3asy14alGCZBDd3Y6pbBbp'}]",False,https://api.spotify.com/v1/tracks/4bI9GiEtd2RcJ1MaFMDrkg,4bI9GiEtd2RcJ1MaFMDrkg,生命因你而火热,36,https://i.scdn.co/image/ab67616d0000b273a692767935d929f33763ae33,2016-04-01,新裤子乐队,0.612,0.593,4,-8.26,1,0.0325,0.314,0.0,0.0947,0.303,129.964,大波浪 Radio,"['chinese indie', 'chinese indie rock']",chinese indie
17,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2vhqrXGRTaYwFTeO61R9Fm'}, 'href': 'https://api.spotify.com/v1/artists/2vhqrXGRTaYwFTeO61R9Fm', 'id': '2vhqrXGRTaYwFTeO61R9Fm', 'name': 'Da Da Yue Dui', 'type': 'artist', 'uri': 'spotify:artist:2vhqrXGRTaYwFTeO61R9Fm'}]",False,https://api.spotify.com/v1/tracks/0JgjL7KShhHQAUV3FFoC1Z,0JgjL7KShhHQAUV3FFoC1Z,Song F,33,https://i.scdn.co/image/ab67616d0000b273decb08101ffa7332257daa90,2003-10-29,Da Da Yue Dui,0.603,0.668,4,-4.884,1,0.0279,0.111,0.000215,0.0676,0.461,135.958,大波浪 Radio,"['chinese indie', 'wuhan indie']",chinese indie
18,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ibuHRa6wLxSA39AoKYD7B'}, 'href': 'https://api.spotify.com/v1/artists/5ibuHRa6wLxSA39AoKYD7B', 'id': '5ibuHRa6wLxSA39AoKYD7B', 'name': 'Mandarin', 'type': 'artist', 'uri': 'spotify:artist:5ibuHRa6wLxSA39AoKYD7B'}]",False,https://api.spotify.com/v1/tracks/6OdugwQR2gUbpMgdB36ofZ,6OdugwQR2gUbpMgdB36ofZ,回声 Echo,26,https://i.scdn.co/image/ab67616d0000b273883f54dfedad6dccfa4e8a74,2020-12-10,Mandarin,0.577,0.758,4,-10.137,0,0.0465,0.0644,0.596,0.216,0.259,135.044,大波浪 Radio,['chinese indie'],chinese indie
19,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3xcaXZYFSV0iRmgu9defBW'}, 'href': 'https://api.spotify.com/v1/artists/3xcaXZYFSV0iRmgu9defBW', 'id': '3xcaXZYFSV0iRmgu9defBW', 'name': 'Orange Ocean', 'type': 'artist', 'uri': 'spotify:artist:3xcaXZYFSV0iRmgu9defBW'}]",False,https://api.spotify.com/v1/tracks/0RahVXshAPeX11gQRpPhXP,0RahVXshAPeX11gQRpPhXP,存盤點(Check Point),32,https://i.scdn.co/image/ab67616d0000b27346d69c5b65f8675119cf0779,2019-08-14,Orange Ocean,0.435,0.54,2,-4.598,1,0.0268,0.0877,1.82e-05,0.102,0.183,76.008,大波浪 Radio,['chinese indie'],chinese indie
20,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7xvGv30KCVdDE22whQYggF'}, 'href': 'https://api.spotify.com/v1/artists/7xvGv30KCVdDE22whQYggF', 'id': '7xvGv30KCVdDE22whQYggF', 'name': '大波浪', 'type': 'artist', 'uri': 'spotify:artist:7xvGv30KCVdDE22whQYggF'}]",False,https://api.spotify.com/v1/tracks/7D5oJJXhUtoZHitlcY90sE,7D5oJJXhUtoZHitlcY90sE,嘴上功夫,9,https://i.scdn.co/image/ab67616d0000b27355d950920d2ac35f6487b514,2020-08-20,大波浪,0.828,0.707,0,-7.385,1,0.0329,0.0915,2.99e-05,0.101,0.279,119.985,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
21,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tENCczf2KcJyY9RUCxTnA'}, 'href': 'https://api.spotify.com/v1/artists/6tENCczf2KcJyY9RUCxTnA', 'id': '6tENCczf2KcJyY9RUCxTnA', 'name': '后海大鲨鱼', 'type': 'artist', 'uri': 'spotify:artist:6tENCczf2KcJyY9RUCxTnA'}]",False,https://api.spotify.com/v1/tracks/0vYIQfjbtRGv7QZxTkV96b,0vYIQfjbtRGv7QZxTkV96b,心要野,35,https://i.scdn.co/image/ab67616d0000b2737f872bbf960734d0cd86bcbc,2015-03-18,后海大鲨鱼,0.425,0.74,0,-5.573,1,0.0354,0.0189,0.000108,0.118,0.588,182.02,大波浪 Radio,"['chinese indie', 'chinese indie rock']",chinese indie
22,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0g1Asm2LdQJa6EjUmucdxt'}, 'href': 'https://api.spotify.com/v1/artists/0g1Asm2LdQJa6EjUmucdxt', 'id': '0g1Asm2LdQJa6EjUmucdxt', 'name': '刺猬Hedgehog', 'type': 'artist', 'uri': 'spotify:artist:0g1Asm2LdQJa6EjUmucdxt'}]",False,https://api.spotify.com/v1/tracks/7f6294j6awMKzkePCiRbjj,7f6294j6awMKzkePCiRbjj,白日梦蓝,33,https://i.scdn.co/image/ab67616d0000b273cd0ae99e9d4c4d22c0fbc083,2009-03-01,刺猬Hedgehog,0.448,0.937,2,-3.833,1,0.0568,5.5e-05,0.246,0.168,0.314,143.037,大波浪 Radio,"['chinese indie', 'chinese indie rock', 'sinogaze']",chinese indie
23,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2oKqZCLOi18wxFFnDS6e25'}, 'href': 'https://api.spotify.com/v1/artists/2oKqZCLOi18wxFFnDS6e25', 'id': '2oKqZCLOi18wxFFnDS6e25', 'name': '盘尼西林乐队', 'type': 'artist', 'uri': 'spotify:artist:2oKqZCLOi18wxFFnDS6e25'}]",False,https://api.spotify.com/v1/tracks/6rHcESV5nRiDHO9vrzRIKr,6rHcESV5nRiDHO9vrzRIKr,雨夜曼彻斯特,38,https://i.scdn.co/image/4f7a338cd64b758cf4c399ac3906faff1341fe09,2017-04-18,盘尼西林乐队,0.631,0.784,2,-6.207,0,0.0266,0.163,0.0166,0.182,0.657,130.001,大波浪 Radio,['chinese indie'],chinese indie
24,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ibuHRa6wLxSA39AoKYD7B'}, 'href': 'https://api.spotify.com/v1/artists/5ibuHRa6wLxSA39AoKYD7B', 'id': '5ibuHRa6wLxSA39AoKYD7B', 'name': 'Mandarin', 'type': 'artist', 'uri': 'spotify:artist:5ibuHRa6wLxSA39AoKYD7B'}]",False,https://api.spotify.com/v1/tracks/72D2Ul9XBt1SVGo4G0mSSQ,72D2Ul9XBt1SVGo4G0mSSQ,前言 Prologue,24,https://i.scdn.co/image/ab67616d0000b273883f54dfedad6dccfa4e8a74,2020-12-10,Mandarin,0.595,0.297,0,-11.567,1,0.0312,0.683,0.413,0.0757,0.215,74.982,大波浪 Radio,['chinese indie'],chinese indie
25,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1KkPfPiuNxdjuGhwIb6hBC'}, 'href': 'https://api.spotify.com/v1/artists/1KkPfPiuNxdjuGhwIb6hBC', 'id': '1KkPfPiuNxdjuGhwIb6hBC', 'name': '痛仰樂隊', 'type': 'artist', 'uri': 'spotify:artist:1KkPfPiuNxdjuGhwIb6hBC'}]",False,https://api.spotify.com/v1/tracks/2OCONHsP1V3JtKEqRu2vQU,2OCONHsP1V3JtKEqRu2vQU,再见杰克,34,https://i.scdn.co/image/ab67616d0000b273b5a115592a255b6ee30f7f30,2008-09-30,痛仰樂隊,0.855,0.704,2,-7.102,0,0.0333,0.0908,1.18e-05,0.0702,0.471,121.995,大波浪 Radio,"['chinese indie', 'chinese indie rock']",chinese indie
26,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3xcaXZYFSV0iRmgu9defBW'}, 'href': 'https://api.spotify.com/v1/artists/3xcaXZYFSV0iRmgu9defBW', 'id': '3xcaXZYFSV0iRmgu9defBW', 'name': 'Orange Ocean', 'type': 'artist', 'uri': 'spotify:artist:3xcaXZYFSV0iRmgu9defBW'}]",False,https://api.spotify.com/v1/tracks/43fsuxBG7GhK9YvaRK9rbE,43fsuxBG7GhK9YvaRK9rbE,How to...,46,https://i.scdn.co/image/ab67616d0000b273162da5d550b67ff2424a9b75,2021-04-01,Orange Ocean,0.502,0.416,2,-5.701,1,0.0269,0.0686,0.000164,0.0973,0.237,131.91,大波浪 Radio,['chinese indie'],chinese indie
27,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/08R79pzvOjaPaU3YOGFspZ'}, 'href': 'https://api.spotify.com/v1/artists/08R79pzvOjaPaU3YOGFspZ', 'id': '08R79pzvOjaPaU3YOGFspZ', 'name': '福禄寿', 'type': 'artist', 'uri': 'spotify:artist:08R79pzvOjaPaU3YOGFspZ'}]",False,https://api.spotify.com/v1/tracks/6eWSue4WrIFotJnA4brBwp,6eWSue4WrIFotJnA4brBwp,春暖花开去见你,29,https://i.scdn.co/image/ab67616d0000b273bf6756e5c530a071fe610b77,2021-02-18,福禄寿,0.291,0.191,0,-15.239,1,0.0328,0.703,0.0,0.379,0.123,106.27,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tENCczf2KcJyY9RUCxTnA'}, 'href': 'https://api.spotify.com/v1/artists/6tENCczf2KcJyY9RUCxTnA', 'id': '6tENCczf2KcJyY9RUCxTnA', 'name': '后海大鲨鱼', 'type': 'artist', 'uri': 'spotify:artist:6tENCczf2KcJyY9RUCxTnA'}]",False,https://api.spotify.com/v1/tracks/0ZJTO8mUu15DTYnFzTA8hs,0ZJTO8mUu15DTYnFzTA8hs,猛犸,30,https://i.scdn.co/image/ab67616d0000b2737f872bbf960734d0cd86bcbc,2015-03-18,后海大鲨鱼,0.503,0.707,10,-5.778,1,0.0337,0.00121,1.05e-06,0.157,0.251,124.06,大波浪 Radio,"['chinese indie', 'chinese indie rock']",chinese indie
29,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7xvGv30KCVdDE22whQYggF'}, 'href': 'https://api.spotify.com/v1/artists/7xvGv30KCVdDE22whQYggF', 'id': '7xvGv30KCVdDE22whQYggF', 'name': '大波浪', 'type': 'artist', 'uri': 'spotify:artist:7xvGv30KCVdDE22whQYggF'}]",False,https://api.spotify.com/v1/tracks/3e1sbLPEgPr9CgJm4lIUf1,3e1sbLPEgPr9CgJm4lIUf1,星星点灯,12,https://i.scdn.co/image/ab67616d0000b27371cbb4971b2277a465f676fc,2018-11-15,大波浪,0.689,0.499,9,-6.214,1,0.0272,0.00874,1.93e-05,0.134,0.324,103.002,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2C3UEm3O544RJLpHiAHndU'}, 'href': 'https://api.spotify.com/v1/artists/2C3UEm3O544RJLpHiAHndU', 'id': '2C3UEm3O544RJLpHiAHndU', 'name': '发光曲线', 'type': 'artist', 'uri': 'spotify:artist:2C3UEm3O544RJLpHiAHndU'}]",False,https://api.spotify.com/v1/tracks/1IKGVtRIsa1tOEjLEshQUq,1IKGVtRIsa1tOEjLEshQUq,无限引擎,8,https://i.scdn.co/image/ab67616d0000b2736f4a397cdb2f8eba7cf1fffb,2019-06-27,发光曲线,0.644,0.799,11,-8.053,0,0.0304,0.0394,0.502,0.0403,0.605,114.01,Glow Curve Radio,['chinese post-rock'],chinese post-rock
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0g1Asm2LdQJa6EjUmucdxt'}, 'href': 'https://api.spotify.com/v1/artists/0g1Asm2LdQJa6EjUmucdxt', 'id': '0g1Asm2LdQJa6EjUmucdxt', 'name': '刺猬Hedgehog', 'type': 'artist', 'uri': 'spotify:artist:0g1Asm2LdQJa6EjUmucdxt'}]",False,https://api.spotify.com/v1/tracks/3rPo8CdMhsHsh9grvZP72f,3rPo8CdMhsHsh9grvZP72f,"火車駛向雲外,夢安魂於九霄",40,https://i.scdn.co/image/ab67616d0000b273e4177d85cbe1c71632d98a95,2018-01-08,刺猬Hedgehog,0.412,0.837,0,-4.607,1,0.0335,0.00114,0.000256,0.105,0.177,142.024,Glow Curve Radio,"['chinese indie', 'chinese indie rock', 'sinogaze']",chinese indie
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2ePXsqBFF6jqFEZlebc3sz'}, 'href': 'https://api.spotify.com/v1/artists/2ePXsqBFF6jqFEZlebc3sz', 'id': '2ePXsqBFF6jqFEZlebc3sz', 'name': '木马', 'type': 'artist', 'uri': 'spotify:artist:2ePXsqBFF6jqFEZlebc3sz'}]",False,https://api.spotify.com/v1/tracks/2V6PlpS7NxrwcYIQcQt5sn,2V6PlpS7NxrwcYIQcQt5sn,纯洁,17,https://i.scdn.co/image/ab67616d0000b2736e166680992515fd7348ff9d,1998-12-01,木马,0.579,0.631,0,-11.782,1,0.026,0.0032,0.03,0.28,0.544,111.844,Glow Curve Radio,['chinese indie rock'],chinese indie rock
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iW4UAZQOJEXLW7L3H04gm'}, 'href': 'https://api.spotify.com/v1/artists/3iW4UAZQOJEXLW7L3H04gm', 'id': '3iW4UAZQOJEXLW7L3H04gm', 'name': 'Re-TROS', 'type': 'artist', 'uri': 'spotify:artist:3iW4UAZQOJEXLW7L3H04gm'}]",False,https://api.spotify.com/v1/tracks/3wKuAlqSKjyBSI3wzq9zhg,3wKuAlqSKjyBSI3wzq9zhg,Sounds For Celebration,30,https://i.scdn.co/image/ab67616d0000b273f872056a98cc79ec458cefe2,2017-09-01,Re-TROS,0.483,0.421,9,-12.129,1,0.0264,0.929,0.493,0.105,0.239,97.054,Glow Curve Radio,"['chinese indie', 'chinese indie rock', 'chinese post-punk']",chinese indie
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6NQwuxgsebzIzixLkAHDCT'}, 'href': 'https://api.spotify.com/v1/artists/6NQwuxgsebzIzixLkAHDCT', 'id': '6NQwuxgsebzIzixLkAHDCT', 'name': '五條人', 'type': 'artist', 'uri': 'spotify:artist:6NQwuxgsebzIzixLkAHDCT'}]",False,https://api.spotify.com/v1/tracks/06FYyaR1iSu8IQDkQgtO41,06FYyaR1iSu8IQDkQgtO41,問題出現我再告訴大家,30,https://i.scdn.co/image/ab67616d0000b273c5e6d6f98f229ab11884e649,2009-07-11,五條人,0.357,0.632,9,-7.558,1,0.0399,0.435,0.0,0.114,0.56,130.131,Glow Curve Radio,"['chinese indie', 'chinese indie rock', 'chinese minyao', 'southern china indie']",chinese indie
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7xvGv30KCVdDE22whQYggF'}, 'href': 'https://api.spotify.com/v1/artists/7xvGv30KCVdDE22whQYggF', 'id': '7xvGv30KCVdDE22whQYggF', 'name': '大波浪', 'type': 'artist', 'uri': 'spotify:artist:7xvGv30KCVdDE22whQYggF'}]",False,https://api.spotify.com/v1/tracks/12KonzcLxEnQOgcENYLnmw,12KonzcLxEnQOgcENYLnmw,No Such Disease,21,https://i.scdn.co/image/ab67616d0000b273aed7b6411a433a4cc1a6653c,2018-03-01,大波浪,0.623,0.891,2,-5.826,1,0.0394,0.00837,0.00552,0.119,0.644,130.009,Glow Curve Radio,"['chinese indie', 'chinese indie pop']",chinese indie
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2C3UEm3O544RJLpHiAHndU'}, 'href': 'https://api.spotify.com/v1/artists/2C3UEm3O544RJLpHiAHndU', 'id': '2C3UEm3O544RJLpHiAHndU', 'name': '发光曲线', 'type': 'artist', 'uri': 'spotify:artist:2C3UEm3O544RJLpHiAHndU'}]",False,https://api.spotify.com/v1/tracks/4Nyz1M75r5aqbiapxKDRal,4Nyz1M75r5aqbiapxKDRal,迷航,19,https://i.scdn.co/image/ab67616d0000b273351f415a7336364050b546ce,2013-09-01,发光曲线,0.729,0.539,8,-10.471,0,0.0306,0.0353,0.853,0.136,0.383,116.02,Glow Curve Radio,['chinese post-rock'],chinese post-rock
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ibuHRa6wLxSA39AoKYD7B'}, 'href': 'https://api.spotify.com/v1/artists/5ibuHRa6wLxSA39AoKYD7B', 'id': '5ibuHRa6wLxSA39AoKYD7B', 'name': 'Mandarin', 'type': 'artist', 'uri': 'spotify:artist:5ibuHRa6wLxSA39AoKYD7B'}]",False,https://api.spotify.com/v1/tracks/6OdugwQR2gUbpMgdB36ofZ,6OdugwQR2gUbpMgdB36ofZ,回声 Echo,26,https://i.scdn.co/image/ab67616d0000b273883f54dfedad6dccfa4e8a74,2020-12-10,Mandarin,0.577,0.758,4,-10.137,0,0.0465,0.0644,0.596,0.216,0.259,135.044,Glow Curve Radio,['chinese indie'],chinese indie
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6kPT9OowEJzifm4B68nt1u'}, 'href': 'https://api.spotify.com/v1/artists/6kPT9OowEJzifm4B68nt1u', 'id': '6kPT9OowEJzifm4B68nt1u', 'name': '白皮書樂隊', 'type': 'artist', 'uri': 'spotify:artist:6kPT9OowEJzifm4B68nt1u'}]",False,https://api.spotify.com/v1/tracks/27dFAT8003cYkkk3lZZsaQ,27dFAT8003cYkkk3lZZsaQ,老鼠,23,https://i.scdn.co/image/ab67616d0000b27317deac52624fdb7d7250d6c7,2018-11-13,白皮書樂隊,0.505,0.839,0,-6.559,1,0.0585,0.0202,0.0181,0.351,0.343,140.02,Glow Curve Radio,['chinese indie'],chinese indie
